,category,description,title,brand,asin
2652,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'Religion & Spirituality']","[""Focuses on what's happening now by offering predictions, personal horoscopes, and channelings from humanity's spiritual teachers and mentors. SJE was created to provide a forum for those benevolent wise beings who wish to speak to us from other dimensions and from other realities.""]",,Sedona Journal of Emergence,B00AHKJUX6
2653,"['Crafts & Hobbies', 'Woodworking']",['Scroll Saw Woodworking & Crafts is the how-to magazine for woodworkers & crafters at any skill level. Each issue contains ready-to-use patterns and tutorials that introduce new skills and techniques.'],,Fox Chapel Publishing Co Inc,B00AHKJVVW
2654,"['Automotive & Motorcycles', 'Automotive']","['The Worlds #1 ATV Magazine. DIRT WHEELS, the first magazine to focus on this fast growing sport is packed full of information and wisdom for ATV riders, racers, wrenches, and readers.']",,Hi-Torque Publications,B00AM4IW9K
2655,,['No mailing label and very minor wear.'],Opera News Magazine January 2013 Matthew Polenzani,,B00AMROHD2
2656,,"['Get your subscription to Nail It! Magazine to always stay up to date on the latest nail trends, designs and products.']",,Dc Communications,B00APQ8A6A
2657,"['Home & Garden', 'Interior Design']","['luxe interiors + design is the uncompromised source for those with a passion for creating beautiful surroundings and living well. It is the go-to guide and resource for design, decorating, architecture and renovation.']",,Sandow Media Corporation,B00APQE10Y
2658,['Pets & Animals'],"['Emphasises hunting with a retrieval breed as well as retriever training, health care, conditioning, breeding, hunting - both waterfowl and upland - shotgunning, and wildlife conservation.']",,Village Press,B00AQPLG7A
2659,,,"Us Weekly Magazine, Issue 934, January 7, 2013, What Tore Them Apart:bethenny & Jason",,B00ATEFIA4
2660,"['Science, History & Nature', 'Astronomy']","[""Air & Space Magazine covers the magic of flight and the mystery of space. It's published by The Smithsonian Institution, whose National Air and Space Museum is the single most popular museum in the world, so we can take you behind the scenes to explore the history, culture, and technology of flight in a way that no one else can. From Burt Rutan's futuristic designs and what's next for Mars to why the U-2 spy plane still flies, come and meet the people and celebrate the stories with us. This is a magazine for all who are curious about the great aerospace achievements of the past century and flight's exciting future. In more than 25 years of publishing, the magazine has built a reputation for excellence in part by reflecting the grand scope of the Museum, encompassing every era of aviation and space exploration. Your order includes an Air and Space Associate membership in the Smithsonian Institution. Member benefits include this magazine and more.""]",,Smithsonian,B00ATQ6FPY
2661,"['Professional & Educational Journals', 'Professional & Trade', 'Science & Technology']",,,Future Publishing Ltd,B00AVCRAB4
2662,,"['Starring Avena Lee, Jessi, Eve Laurence, Jasmin Lynn, and Kayla Paige.  Adults only.']",,FutureWorks Unlimited,B00AX7LT0A
2663,,['The New Yorker Magazine has weekly issues covering topics that are handpicked by its editors and writers and targeted for the reading pleasure of those interested on anything about New York City.'],"The New Yorker Magazine January 14, 2013",,B00AZ6DEU2
2664,"['Entertainment & Pop Culture', 'Celebrities & Gossip']",,,Tigerbeat Media Llc,B00AZ9P6O6
2665,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'History']","['Current World Archaeology, the magazine that studies archaeology round the world. CWA was founded in 2003 as a sister magazine to Current Archaeology which, since 1967, has been reporting on the latest discoveries in British archaeology. But CWA does not just look at the latest discoveries: it also travels the globe, looking at great monuments around the world, explaining how they came to be the sites - and sights - we see today.']",,The Chelsea Magazine Company,B00B8C8SVW
2666,['Entertainment & Pop Culture'],,,Dc Comics,B00BB0R6LO
2667,"['Automotive & Motorcycles', 'Automotive']",,,Hi-Torque Publications,B00BHMQJ82
2668,"['Arts, Music & Photography', 'Art & Art History']","['Professional Artist is the industry s foremost business magazine for visual artists. Founded in 1986, Professional Artist acts as a beacon to guide artists on their journey toward making a living with their art.']",,Turnstile Publ,B00BIT16B4
2669,"['Professional & Educational Journals', 'Professional & Trade', 'Arts', 'Architecture']","['Backstage is the most trusted name in casting, auditions, and entertainment-industry news and opportunities. creators, casting directors,']",,Backstage Llc,B00BLAS77Q
2670,['Lifestyle & Cultures'],"[""South Shore Living magazine reflects the lifestyle, interests and activities of the Boston area's South Shore. It brings to life the people, architecture, events and activities, style, dining and entertainment and much more. It is also home to the Best of the South Shore awards.""]",,Lighthouse Media Solutions,B00BLB7P2I
2671,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Boating']","['Articles aimed at those interested in wind sailing, nautical ads and supplies.']",,Port Publications Inc,B00BP085MY
2672,,,Lego Club Magazine May-June 2009 - Star Wars,,B00BRNZOKU
2673,,['OUT Magazine Love Issue featuring Downton Abbey STAR Rob James Collier.'],OUT Magazine (Love Issue: Downton Abbey STAR Rob James Collier),,B00BSFVCUS
2674,,"[""Featured on the cover of this January 29, 1996 issue of People magazine is Sally Field and Julia Roberts.\n\nAlso:  Features and interviews with Carroll O'Connor, George Burns, Bill Brochtrup and many more.""]","Sally Field, Julia Roberts, Matthew Perry, George Burns, Coolio - January 29, 1996 People Magazine",People Magazine,B00BUVJ78Y
2675,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Flying']","['Magazine devoted to vintage and veteran military aircraft. Provides complete coverage on their operation and restoration, photographs, and articles on salvaging downed aircraft.']",,Challenge Pub Inc,B00BWDZYYQ
2676,"['Crafts & Hobbies', 'Models']","['Essential Homme is the style source for affluent, successful, and fashion-forward men who are passionate about high quality, high-end luxury fashion.']",,Essential Publications Us Llc,B00C2E2C0I
2677,"['Home & Garden', 'Farming']","[""From the latest news to practical how-tos, Modern Farmer covers the changing face of farming today - from the people and policy to animals, technology, food security, climate change and more. For the 21st century eater, knowing where to buy food is not enough: it's increasingly important to understand how your food gets to your plate (and maybe learn how to grow it yourself!). Modern Farmer covers the new food culture, telling all kinds of fascinating stories about what we consume, how to build a four-season garden, why wild pigs are taking over the world, or where to find the best farmstays around the world. From how-tos to farmer profiles to pop culture pieces, Modern Farmer is the first publication to explore the agricultural lifestyle.""]",,Modern Farmer Media,B00C3JFFSS
2678,"['Entertainment & Pop Culture', 'Puzzles & Games']",['Classic brain teasers that will test your vocabulary.'],,Kappa Publishers Group,B00C50NM1W
2679,"['Entertainment & Pop Culture', 'Puzzles & Games']","['Perfect for the Sudoku novice! Enjoy 184 puzzles at 3 solving levels. For an added treat, you can test your skills with the 42 Extreme X-Factor puzzles(where each of the 9 boxes in the highlighted diagonals must also contain a unique number).Perfect for solvers of all ages. Digest size, 114 pages.']",,Penny Press,B00CD9ONP4
2680,"['Cooking, Food & Wine', 'Special Diet']","['Allergic Living magazine features the most engaging and inspired coverage of food allergies, celiac disease and environmental allergies available. Contributors include top health journalists, dietitians and leading allergists (Dr. Scott Sicherer and Dr. Hemant Sharma).']",,Allergic Living Magazine,B00CHAGT3S
2681,"['Sports, Recreation & Outdoors', 'Outdoors & Nature']","['Preservation is the magazine for people who love historic places. Each issue spotlights sites that have shaped the American identity, and the people working tirelessly to protect them. Thought-provoking narratives and brilliant photography celebrate historic places of all kinds.']",,Natl Trust for Historic Preser,B00CHAGTX8
2682,['Pets & Animals'],"[""This travel magazine for dogs is a complete guide to Fido Friendly accommodations across the United States and Canada. We know it's your life's goal to put a smile on your pets face and in these pages you'll find everything you need to do just that.""]",,Fido Friendly Inc,B00CHAN2L0
2683,,"['Publisher: Foundation for Progress. Page count: 60 pages. Articles in this issue include: Why are we still in Vietnam?; What Now, Willy Loman?; All in the Family; Rerunning the War; Losing Vietnam, Finding Vietnam; An Actor Turns Activist (Edward James Olmos); Rerunning the War; Intrusive Memories; Seizing History; Agent Orange: A Family Album.']",Mother Jones Magazine [November 1983] Why are we still in Vietnam?,,B00CHQTE5C
